Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.3196,1.5456,-0.90449,0.41481,-336.99,-0.65006,0.3196,-2.0818,0.74664,-3.2178,0.3196,0.20677,0.45193,0.3196,1555.9,0.23459,0.64698,0.3196,0.39834,10.96,0.39367,0.30653,0.39834,-0.65006,-3.2178,0.23459,2.8526,-2.5206,5.6672,1.2346,0.39834,525.0,0.69523,0.19832,0.30653,1.4632,,-3.2178,0.38206,0.38309,0.14538,0.38206,22.306,11.346,13.266,0.39923,8.1831,0.26354,0.32847,0.41481,1.5456,1.4384,-8.9671,-8.9671,-420310.0,-0.33934,-0.099323,1.3393,0.0,33.303,32.17,703.16,0.51909,2.2359,0
0.090782,0.45547,-0.17832,0.60849,-32.935,0.43112,0.11335,1.1924,1.0589,0.54312,0.11335,0.24886,0.091978,0.11335,732.79,0.4981,2.1955,0.11335,0.045954,2.8835,1.3274,0.10878,0.036805,0.53537,0.54312,0.44855,0.46702,-0.24669,4.9198,0.09204,0.045954,71.372,5.114,0.23884,0.10878,2.4714,,0.54312,0.044103,0.51234,0.06736,0.044103,6.481,3.5975,4.6589,0.56571,3.0534,-0.0047383,-0.001921,0.60849,0.45547,0.19554,0.75136,0.75136,-14824.0,0.055649,0.16715,0.94435,0.0,126.58,101.46,67.4,5.4154,3.4123,0
0.0023159,0.62776,0.18324,1.4148,-245.43,0.00081256,0.011046,0.59296,0.66038,0.37224,0.050278,0.025005,0.055252,0.011046,6279.8,0.058123,1.593,0.011046,0.016727,321.59,0.79584,0.050278,0.0035069,0.026288,0.30164,0.044217,1.2815,0.48861,3.6312,0.94997,0.053547,261.1,1.3979,0.98367,0.042867,0.66038,0.24355,0.54934,0.064912,0.012351,0.27635,0.076135,342.42,20.824,0.0039803,0.097642,343.92,0.024836,0.037609,0.99557,0.44174,0.71535,0.99258,1.4648,783.86,0.064912,0.0062215,0.98347,0.47576,1.135,17.528,244.16,1.4949,1.7609,0
0.14966,0.24467,0.35398,5.2419,147.41,0.0,0.1514,3.0871,0.60382,0.75533,0.15417,1.8143,0.29547,0.1514,500.56,0.72918,4.0871,0.1514,0.25074,80.876,1.0104,0.14615,0.24785,0.38297,0.73883,0.72204,52.791,0.62922,3.8528,-0.056701,0.25522,53.934,6.7675,2.3082,0.039082,0.60382,1.8833,0.91655,0.064725,3.3423,0.047101,0.24204,95.824,14.948,1.1186,3.6386,86.473,0.11914,0.19732,1.7878,0.083449,0.14777,1.3426,1.6292,2522.5,0.064725,0.19814,0.78965,0.21344,4.5131,24.418,50.444,7.2358,1.0733,0
0.010861,0.016047,0.20336,13.672,115.09,0.0,0.01289,61.316,0.60236,0.98395,0.026729,0.80323,0.06793,0.01289,143.14,2.5499,62.316,0.01289,0.021399,11.373,0.83844,0.017008,0.01803,0.10221,0.94268,2.4234,1.229,0.26051,3.0833,-0.2749,0.021399,9.9914,36.531,36.531,0.016134,0.60236,,0.98395,0.026784,11.701,0.011877,0.028236,19.168,7.7945,0.57864,12.503,11.686,-0.011021,-0.018296,13.672,0.016047,0.027374,1.2605,1.2605,246.34,0.026783,0.011038,0.97897,0.0,32.093,46.828,9.7238,37.537,0.77167,0
0.086587,0.51963,0.40759,1.811,19.854,-0.48974,0.11275,0.92446,2.2862,0.48037,0.13548,0.22436,0.057287,0.11275,1448.2,0.25204,1.9245,0.11275,0.04932,45.411,1.6448,0.12916,0.037874,0.25231,0.39894,0.20168,5.6835,4.5362,3.7882,0.2201,0.057855,85.342,4.2769,4.1364,0.13676,2.2862,,0.48037,0.059822,0.043899,0.11753,0.056496,141.79,96.377,0.30442,1.2451,48.301,0.11095,0.04853,1.7515,0.50256,0.23381,5.3463,5.3463,2502.5,0.059822,0.18025,0.9511,0.0,8.0377,3.7872,80.237,4.549,25.444,0
0.013764,0.85848,-0.092518,0.79205,-57.743,0.0,0.016899,0.16485,1.3614,0.14152,0.050013,0.037984,0.05388,0.016899,4271.9,0.085442,1.1649,0.016899,0.012413,28.454,1.123,0.04972,0.010111,0.056454,0.13593,0.081791,1.5015,-0.14286,4.0515,0.6194,0.029628,121.34,3.008,1.5588,0.023126,1.3614,1.6057,0.29488,0.016987,0.049904,0.26953,0.036522,88.525,60.071,0.1297,0.55351,28.946,-0.006732,-0.0049451,0.41047,0.4449,0.33245,0.21853,0.45533,-1041.6,0.016987,0.09726,0.98789,1.0837,12.828,6.0761,119.28,3.0599,2.1021,0
-0.57736,1.1027,-0.62038,0.43743,-64.129,0.0,-0.57736,-0.093175,4.7503,-0.10275,-0.50809,-0.52356,-0.090629,-0.57736,-934.93,-0.3904,0.90682,-0.57736,-0.12154,15.032,0.68881,-0.50815,-0.12154,0.15496,-0.19951,-0.3904,-7.3363,-1.1985,2.7219,0.21416,-0.11122,76.542,4.7686,4.7686,-0.50832,4.7503,,-0.10275,-0.10701,0.16322,-0.10174,-0.10697,23.234,8.2019,-2.9512,0.26002,13.579,-0.65499,-0.13788,0.43743,1.1027,0.2097,-0.1985,-0.1985,-327.0,-0.10701,5.6191,1.1212,0.0,24.281,44.502,84.732,4.3077,9.1771,0
-0.0049464,0.16146,0.17229,2.3062,10.597,0.0,0.0031952,5.1935,0.79875,0.83854,0.0048407,0.024225,0.048471,0.0031952,1522.2,0.23979,6.1935,0.0031952,0.0040003,66.767,0.80979,-0.018955,-0.0061926,0.67306,0.58239,0.18937,-11.52,0.2476,4.3617,0.16432,0.0046187,59.163,6.1694,5.0398,-0.014975,0.79875,13.442,0.8503,-0.018748,0.2538,0.32487,-0.023731,123.7,56.936,-0.033854,1.1985,65.539,-0.054476,-0.068202,1.884,0.1319,0.16209,1.2051,1.222,3961.9,-0.018748,-0.0058988,0.99613,0.014024,5.4668,6.4107,60.272,6.0559,1.1479,0
0.50959,0.24132,0.1873,1.8495,10.306,0.87931,0.62979,2.9584,1.2857,0.71392,0.62979,2.8565,0.17058,0.62979,130.71,2.7925,4.1439,0.62979,0.15942,8.8692,1.3393,0.88025,0.12899,1.0901,0.71392,2.2944,2.8648,0.31627,4.1644,0.0068243,0.15942,26.19,13.936,3.6477,0.88025,3.9576,14.96,0.73476,0.22282,0.99311,0.0085831,0.22282,17.445,8.5762,5.3084,1.4141,11.403,0.83615,0.21165,1.6898,0.22048,0.071755,1.2055,1.2407,2734.8,0.22222,0.71378,0.77778,0.029192,41.154,42.56,20.37,17.918,6.6707,0
0.050331,0.44396,0.36522,5.3838,68.506,0.33134,0.062082,1.0188,1.0438,0.45231,0.062082,0.74518,0.053246,0.062082,1620.8,0.2252,2.2525,0.062082,0.033063,5.8569,0.47955,0.082045,0.026805,0.40166,0.45231,0.19873,0.45611,0.66226,5.8481,0.23409,0.033063,16.905,21.591,0.1848,0.082045,1.8893,1.1601,0.81296,0.043695,0.052937,0.12169,0.043695,86.332,80.475,1.6705,5.0221,6.1137,0.044149,0.023513,1.0103,0.083311,0.046315,0.82019,1.4742,257420.0,0.042006,0.11128,0.95799,0.79733,62.32,4.5356,16.195,22.538,3.4048,0
-0.01129,0.18604,0.20017,2.8131,-11723.0,0.0,-0.01129,4.3753,2.0077,0.81396,-0.01129,-0.10226,-0.0056233,-0.01129,-6014.5,-0.060686,5.3753,-0.01129,-0.0056233,25.971,0.95933,-0.011428,-0.0056233,-0.023202,0.07597,-0.060686,,0.29033,3.2028,0.032651,-0.0056233,25.436,14.436,8.5669,-0.073516,2.0077,,0.81396,-0.036617,1.0913,-0.54261,-0.0056923,34.558,8.5867,-0.07903,1.5191,32.716,-0.011428,-0.0056923,1.6694,0.1104,0.069272,1.1806,1.1806,319.26,0.21093,-0.01387,0.79382,0.0,14.054,42.508,20.071,18.185,2.9121,0
-17.692,16.669,-15.669,0.059992,-30.233,-7.1096,-17.692,-0.93987,169.5,-15.667,-17.692,-1.0614,-0.10437,-17.692,-343.9,-1.0614,0.059992,-17.692,-0.10437,0.0,0.77322,-17.692,-0.10437,-3.5457,-24.799,-1.0614,,,-0.35853,0.093384,-0.10437,32.61,11.193,11.193,-17.073,169.5,,-15.667,-0.10072,0.050404,-0.031406,-0.10437,0.34414,0.34414,,0.059992,0.0,-17.692,-0.10437,0.059992,16.669,0.089342,,,-6.863,-0.10072,1.1293,1.1044,0.0,,1060.6,35.894,10.169,,0
0.031348,0.17914,0.27896,3.0367,10.246,0.15849,0.037653,3.9662,1.0489,0.7105,0.037653,0.27491,0.16512,0.037653,491.72,0.74229,5.5822,0.037653,0.046754,109.59,0.84585,0.046326,0.038926,0.21154,0.7105,0.7071,0.6034,0.4776,4.4869,0.15496,0.046754,65.114,5.6055,0.2586,0.046326,0.92699,4.1281,0.75268,0.057525,0.52838,0.041579,0.057525,155.71,46.116,0.12964,1.2713,114.96,-0.048997,-0.06084,2.3217,0.13696,0.17839,1.2164,1.2887,8559.6,0.046665,0.044121,0.95334,0.059365,3.3306,7.9148,62.076,5.8799,1.3788,0
0.0017169,0.55097,0.1519,1.4787,29.501,0.0,0.0017169,0.81498,0.97979,0.44903,0.0017169,0.0054107,0.0094011,0.0017169,21833.0,0.016718,1.815,0.0017169,0.0017524,27.868,0.97916,0.0,0.0017524,0.032421,0.20155,0.016718,,0.28618,4.6358,0.53194,0.00924,145.55,2.5077,1.4443,0.0040972,0.97979,2.0222,0.64407,0.0041817,0.13321,2.4507,0.0,159.05,131.18,0.022952,1.2429,34.312,-0.0074941,-0.0076487,0.85163,0.31732,0.39876,0.84598,1.2134,6567.4,0.18782,0.0038236,0.81362,0.43436,13.098,2.7824,118.21,3.0877,1.8459,0
0.0042534,0.70921,0.013486,1.0437,-46.669,0.07624,0.009633,0.259,1.0168,0.18368,0.009633,0.031186,0.070693,0.009633,6745.4,0.054111,1.41,0.009633,0.017745,46.778,0.8914,0.042449,0.0078353,0.10109,0.18368,0.046526,0.79512,0.019902,4.4826,1.3042,0.017745,211.18,1.7284,0.059855,0.042449,0.58851,0.63149,0.58401,0.078196,0.034401,0.32751,0.078196,209.61,162.83,0.061137,0.81842,47.565,0.013706,0.025249,0.45455,0.30889,0.57857,0.27107,0.86184,409.67,0.016541,0.023156,0.98346,2.1794,7.8028,2.2416,207.69,1.7575,0.80111,0
0.39701,0.2816,0.38971,2.3839,50.906,0.0,0.48562,2.5511,3.0754,0.7184,0.48584,1.7245,0.16976,0.48562,196.87,1.854,3.5511,0.48562,0.1579,2.1209,0.72277,0.48198,0.12909,2.2547,0.64882,1.5393,2152.1,1.1857,3.3617,0.03162,0.15798,39.456,9.2507,9.2507,0.47035,3.0754,,0.7184,0.15294,0.68532,0.018106,0.15672,56.77,54.649,22.216,2.3204,2.5039,0.44551,0.14486,2.3839,0.2816,0.1081,2.1857,2.1857,896.18,0.15294,0.55263,0.84293,0.0,172.09,6.679,33.422,10.921,9.3566,0
0.046216,0.79867,0.071574,1.1201,-211.56,0.0,0.056646,0.25208,0.99909,0.20133,0.088779,0.095038,0.068908,0.056646,4234.4,0.0862,1.2521,0.056646,0.056698,216.4,0.83999,0.088076,0.046258,0.16795,0.19244,0.073141,2.7409,0.21533,3.7503,0.79592,0.088861,239.43,1.5245,1.1377,0.090463,0.99909,0.3715,0.40397,0.090546,0.015968,0.26549,0.088157,240.42,24.026,0.078025,0.1263,237.94,0.075877,0.075946,0.8359,0.59603,0.65597,0.60569,1.2153,402.76,0.090546,0.22956,0.94354,1.0065,1.6867,15.192,217.75,1.6762,3.0057,0
0.028271,0.50216,0.27457,1.5468,-72.169,0.0,0.028271,0.99139,1.85,0.49784,0.05093,0.056298,0.019615,0.028271,5050.8,0.072266,1.9914,0.028271,0.015281,81.469,0.83457,0.0,0.015281,0.073369,0.28843,0.072266,0.0,1.2298,3.2105,0.27058,0.035046,117.23,3.1136,3.1136,0.0058993,1.85,,0.49784,0.0031887,0.3486,2.0875,0.0,118.71,37.239,0.068463,0.72447,96.397,-0.0080186,-0.0043343,1.5468,0.50216,0.32117,2.2298,2.2298,445.79,0.15486,0.056787,0.85796,0.0,4.4802,9.8016,99.074,3.6841,8.2862,0
0.091255,0.48183,0.35994,1.8588,-7.2231,0.0,0.11732,1.0754,3.0383,0.51817,0.14111,0.27992,0.062167,0.11732,931.08,0.39202,2.0754,0.11732,0.038613,48.623,1.179,0.13959,0.030034,0.18671,0.46187,0.33793,5.868,1.6291,4.0981,0.15489,0.041434,55.811,6.5399,5.6887,0.29738,3.0383,14.52,0.54395,0.097874,0.04767,0.076062,0.045943,91.189,42.566,0.22546,0.89309,53.898,0.068023,0.022388,1.6169,0.41912,0.15291,2.3453,2.4619,4511.8,0.097874,0.17611,0.96165,0.049749,7.5067,8.575,50.349,7.2494,13.752,0
0.041204,0.64124,0.14699,1.6519,-15.487,-0.0041278,0.061988,0.55948,1.4055,0.35876,0.080666,0.27492,0.063566,0.061988,2619.7,0.13933,1.5595,0.061988,0.044104,52.392,0.98013,0.078738,0.029316,0.2696,0.33407,0.10692,4.2156,0.23422,3.7537,0.44389,0.056456,61.451,5.9397,2.0885,0.066251,1.4055,0.43246,0.75351,0.047137,0.08441,0.20147,0.056022,91.783,39.391,0.20424,0.75713,54.984,0.051383,0.036559,0.58084,0.22547,0.16836,0.57169,1.2007,833.59,0.047137,0.11485,0.95634,1.1003,6.9667,9.2662,58.554,6.2336,2.2397,0
-0.13486,0.49919,0.065422,1.1311,-24.435,0.0,-0.13486,1.0032,2.3878,0.50081,-0.12722,-0.27016,-0.056479,-0.13486,-1351.1,-0.27016,2.0032,-0.13486,-0.056479,31.438,0.55178,0.0,-0.056479,0.084581,0.3938,-0.27016,0.0,0.15026,3.4023,0.17855,-0.11296,87.366,4.1778,4.1778,0.0009869,2.3878,,0.50081,0.0004133,0.14857,,0.0,74.969,43.531,-0.65573,0.71905,35.995,0.0,0.0,1.1311,0.49919,0.23936,1.1503,1.1503,165.2,0.1266,-0.26929,0.8773,0.0,11.61,8.3847,76.305,4.7834,5.4845,0
0.022375,0.41017,0.20689,1.6549,,0.0,0.022375,1.438,1.0455,0.58983,0.022375,0.070826,0.021402,0.022375,6691.1,0.05455,2.438,0.022375,0.021402,64.827,0.95176,0.0,0.021402,0.19979,0.34821,0.05455,,0.43356,5.5458,0.39233,0.044969,,0.0,0.0,0.0,1.0455,,0.58983,0.0,0.1886,,0.0,161.72,96.897,0.1205,1.0671,,0.0,0.0,1.2746,0.31591,,1.236,1.236,72697.0,1.0,0.037934,0.0,0.0,5.6304,3.7669,110.29,3.3094,2.1908,0
0.18547,0.30956,0.50402,2.7643,51.106,0.0,0.24427,2.1891,2.1368,0.67766,0.25812,0.85506,0.12746,0.24427,414.85,0.87984,3.2304,0.24427,0.11432,40.049,1.9586,0.25555,0.086798,0.37087,0.66044,0.68987,18.452,2.3966,4.5045,0.11829,0.1154,56.378,6.6073,6.0976,0.28725,2.1457,138.5,0.68166,0.13443,0.2184,0.036379,0.1196,124.24,84.188,0.79107,1.9436,45.336,0.22746,0.10645,2.551,0.28568,0.15135,3.2223,3.2413,2.7643,0.13443,0.27369,0.88616,0.0059161,9.1139,4.3355,48.799,7.4796,10.16,0
-0.0373,0.089335,0.52362,6.8613,85.047,0.19607,-0.039996,9.7058,0.96329,0.86707,-0.039996,-0.4477,0.0083864,-0.039996,3479.0,0.10492,11.194,-0.039996,-0.035787,84.751,0.75047,-0.045471,-0.033375,0.30471,0.86707,0.13509,-0.39193,1.3529,4.7402,0.0058063,-0.035787,28.105,12.987,-0.509,-0.045471,1.1367,,0.86707,-0.040687,0.94639,0.75361,-0.040687,172.58,87.825,-0.14374,3.9565,81.639,-0.09484,-0.08486,6.8613,0.089335,0.077,2.2402,2.2402,28787.0,-0.038111,-0.043018,1.0381,0.0,4.3068,4.156,29.176,12.51,2.8875,0
-0.21326,0.091238,0.22618,3.5482,18.627,0.0,-0.21326,9.9603,1.0223,0.90876,-0.2117,-2.4027,-0.10935,-0.21326,-297.88,-1.2253,10.96,-0.21326,-0.2086,55.724,0.68708,-0.21194,-0.2086,-0.47893,0.43928,-1.2253,-135.11,0.33016,4.0506,0.070734,-0.20783,25.746,14.177,13.792,-0.23603,1.0223,,0.90876,-0.23087,0.3286,-0.02753,-0.20731,102.03,46.305,-1.3664,1.7898,45.272,-0.31341,-0.30656,3.4518,0.088761,0.070537,1.3265,1.3265,2541.3,-0.23087,-0.23468,1.2027,0.0,6.5502,7.8825,31.69,11.518,1.4923,0
0.061295,0.41202,0.14214,1.4513,-1.3618,0.14149,0.076099,1.3577,1.0441,0.5594,0.076099,0.24162,0.095699,0.076099,889.3,0.41043,2.4271,0.076099,0.043065,30.576,1.1886,0.086452,0.034687,0.17604,0.5594,0.3745,0.51082,0.26181,5.4603,0.22638,0.043065,67.926,5.3735,0.20983,0.086452,1.7916,3.1842,0.65647,0.048924,0.038585,0.075481,0.048924,91.905,61.33,0.41409,0.98131,31.924,-0.0065547,-0.0037093,1.1094,0.31495,0.1861,1.0304,1.2092,41018.0,0.04225,0.10957,0.95775,0.17351,11.938,5.9514,65.056,5.6106,3.2548,0
0.014325,0.26978,0.71567,12.702,-6548.7,-0.00072542,0.014325,2.7067,11.727,0.73022,0.014346,0.23423,0.0054143,0.014325,1550.9,0.23534,3.7067,0.014325,0.0012216,2.5533,1.0713,0.012033,0.0012216,0.0065804,0.47594,0.23534,582.62,3.2069,2.5881,-0.018183,0.0012233,1.861,196.13,44.461,-0.26808,11.727,,0.73022,-0.022861,7.8977,0.14694,0.0010261,9.1456,6.5923,0.17463,11.361,2.4962,-0.037133,-0.0031666,2.8795,0.061157,0.0050987,3.2721,3.2721,277.22,-0.022861,0.019618,1.0229,0.0,142.95,55.367,1.9036,191.75,52.546,0
0.10363,0.71374,0.20316,1.3246,-17.172,0.010523,0.11925,0.40107,2.1891,0.28626,0.12013,0.19054,0.069142,0.11925,1721.2,0.21207,1.4011,0.11925,0.054476,44.866,1.0919,0.11979,0.047337,0.21818,0.14916,0.19017,136.99,1.1884,3.5619,0.26256,0.054875,111.48,3.274,2.871,0.13998,2.1891,,0.28626,0.063946,0.27041,0.15663,0.05472,110.01,65.144,0.3851,0.89467,47.931,0.087682,0.040054,1.1616,0.62588,0.30544,1.6745,1.6745,740.9,0.063946,0.36199,0.946,0.0,8.1353,5.6029,104.36,3.4977,12.805,0
-0.084181,0.82194,0.062141,1.0756,-21.496,-0.014923,-0.081471,0.21664,4.9963,0.17806,-0.05142,-0.099121,-0.0081204,-0.081471,-7394.5,-0.049361,1.2166,-0.081471,-0.016306,25.317,0.92345,-0.051437,-0.016849,-0.067773,-0.099104,-0.052659,-1.7117,0.53606,2.2562,0.16042,-0.011173,60.545,6.0286,6.0286,0.041137,4.9963,,0.17806,0.0082336,0.035826,-2.5999,-0.010295,62.435,37.118,-0.24291,0.65398,25.527,-0.092336,-0.018481,1.0756,0.82194,0.16588,1.5361,1.5361,11.21,0.0082336,-0.47276,1.0162,0.0,14.417,9.8336,60.046,6.0787,43.1,0
0.016235,0.50475,0.12364,1.3155,-57.66,0.0085606,0.024907,0.69871,1.0062,0.35268,0.024907,0.063556,0.058339,0.024907,2676.9,0.13635,1.9812,0.024907,0.021113,90.946,0.82744,0.020356,0.013762,0.0099646,0.35268,0.11917,0.17363,0.25521,4.8347,0.40955,0.021113,122.01,2.9916,0.04033,0.020356,1.2437,1.9636,0.46553,0.017255,0.081783,0.25819,0.017255,149.59,58.645,0.055233,0.56544,91.512,-0.023559,-0.01997,1.0214,0.3919,0.33427,0.72797,0.96092,8449.6,0.006193,0.046035,0.99381,0.31999,4.0134,6.2239,121.25,3.0102,2.4351,0
